dataset_idx,dataset_name,traj_idx,traj_name,frame_idx,clean_mean_partial_rms,adv_mean_partial_rms,adv_delta_mean_partial_rms,adv_ratio_mean_partial_rms,adv_delta_ratio_mean_partial_rms
2,2,26,00026_seed_00001,7,7.543420791625977,7.543420791625977,0.0,1.0,7.543420791625977
2,2,27,00027_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,27,00027_seed_00001,1,1.0608068704605103,1.0608068704605103,0.0,1.0,1.0608068704605103
2,2,27,00027_seed_00001,2,2.1179444789886475,2.1179447174072266,2.384185791015625e-07,1.000000112570741,2.1179447174072266
2,2,27,00027_seed_00001,3,3.171383857727051,3.171383857727051,0.0,1.0,3.171383857727051
2,2,27,00027_seed_00001,4,4.221092224121094,4.221092224121094,0.0,1.0,4.221092224121094
2,2,27,00027_seed_00001,5,5.26702880859375,5.26702880859375,0.0,1.0,5.26702880859375
2,2,27,00027_seed_00001,6,6.309164524078369,6.309164524078369,0.0,1.0,6.309164524078369
2,2,27,00027_seed_00001,7,7.347465991973877,7.347465991973877,0.0,1.0,7.347465991973877
2,2,28,00028_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,28,00028_seed_00001,1,0.8883089423179626,0.8883089423179626,0.0,1.0,0.8883089423179626
2,2,28,00028_seed_00001,2,1.776303768157959,1.776303768157959,0.0,1.0,1.776303768157959
2,2,28,00028_seed_00001,3,2.663991928100586,2.663991928100586,0.0,1.0,2.663991928100586
2,2,28,00028_seed_00001,4,3.5513784885406494,3.5513784885406494,0.0,1.0,3.5513784885406494
2,2,28,00028_seed_00001,5,4.438470840454102,4.438470840454102,0.0,1.0,4.438470840454102
2,2,28,00028_seed_00001,6,5.325272560119629,5.325272560119629,0.0,1.0,5.325272560119629
2,2,28,00028_seed_00001,7,6.211793899536133,6.211793899536133,0.0,1.0,6.211793899536133
2,2,29,00029_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,29,00029_seed_00001,1,1.1521375179290771,1.1521375179290771,0.0,1.0,1.1521375179290771
2,2,29,00029_seed_00001,2,2.3009448051452637,2.3009448051452637,0.0,1.0,2.3009448051452637
2,2,29,00029_seed_00001,3,3.4463725090026855,3.4463727474212646,2.384185791015625e-07,1.0000000691795732,3.4463727474212646
2,2,29,00029_seed_00001,4,4.588375568389893,4.588375568389893,0.0,1.0,4.588375568389893
2,2,29,00029_seed_00001,5,5.726905822753906,5.7269062995910645,4.76837158203125e-07,1.0000000832626157,5.7269062995910645
2,2,29,00029_seed_00001,6,6.86191463470459,6.86191463470459,0.0,1.0,6.86191463470459
2,2,29,00029_seed_00001,7,7.993345260620117,7.993344783782959,-4.76837158203125e-07,0.9999999403457323,7.993344783782959
3,3,30,00030_seed_00001,0,0.0,0.0,0.0,0,0.0
3,3,30,00030_seed_00001,1,1.1367838382720947,1.1367838382720947,0.0,1.0,1.1367838382720947
3,3,30,00030_seed_00001,2,2.2709898948669434,2.2709898948669434,0.0,1.0,2.2709898948669434
3,3,30,00030_seed_00001,3,3.4025826454162598,3.4025826454162598,0.0,1.0,3.4025826454162598
3,3,30,00030_seed_00001,4,4.53151798248291,4.53151798248291,0.0,1.0,4.53151798248291
3,3,30,00030_seed_00001,5,5.657752990722656,5.657752990722656,0.0,1.0,5.657752990722656
3,3,30,00030_seed_00001,6,6.781244277954102,6.781244277954102,0.0,1.0,6.781244277954102
3,3,30,00030_seed_00001,7,7.901957035064697,7.901957035064697,0.0,1.0,7.901957035064697
3,3,31,00031_seed_00001,0,0.0,0.0,0.0,0,0.0
3,3,31,00031_seed_00001,1,1.1567517518997192,1.1567517518997192,0.0,1.0,1.1567517518997192
3,3,31,00031_seed_00001,2,2.3100056648254395,2.3100056648254395,0.0,1.0,2.3100056648254395
3,3,31,00031_seed_00001,3,3.4597253799438477,3.459725856781006,4.76837158203125e-07,1.0000001378251469,3.459725856781006
3,3,31,00031_seed_00001,4,4.60587215423584,4.60587215423584,0.0,1.0,4.60587215423584
3,3,31,00031_seed_00001,5,5.748415946960449,5.748416423797607,4.76837158203125e-07,1.0000000829510534,5.748416423797607
3,3,31,00031_seed_00001,6,6.887308597564697,6.8873090744018555,4.76837158203125e-07,1.0000000692341793,6.8873090744018555
3,3,31,00031_seed_00001,7,8.022513389587402,8.022514343261719,9.5367431640625e-07,1.0000001188747554,8.022514343261719
3,3,32,00032_seed_00001,0,0.0,0.0,0.0,0,0.0
3,3,32,00032_seed_00001,1,0.961067795753479,0.9610678553581238,5.960464477539063e-08,1.0000000620191885,0.9610678553581238
3,3,32,00032_seed_00001,2,1.9212307929992676,1.9212310314178467,2.384185791015625e-07,1.0000001240967926,1.9212310314178467
3,3,32,00032_seed_00001,3,2.8805041313171387,2.8805041313171387,0.0,1.0,2.8805041313171387
3,3,32,00032_seed_00001,4,3.838900089263916,3.838900089263916,0.0,1.0,3.838900089263916
3,3,32,00032_seed_00001,5,4.79643440246582,4.79643440246582,0.0,1.0,4.79643440246582
3,3,32,00032_seed_00001,6,5.753120422363281,5.753120422363281,0.0,1.0,5.753120422363281
3,3,32,00032_seed_00001,7,6.708975791931152,6.708976745605469,9.5367431640625e-07,1.0000001421490174,6.708976745605469
3,3,33,00033_seed_00001,0,0.0,0.0,0.0,0,0.0
3,3,33,00033_seed_00001,1,1.1684019565582275,1.1684019565582275,0.0,1.0,1.1684019565582275
3,3,33,00033_seed_00001,2,2.3328421115875244,2.3328421115875244,0.0,1.0,2.3328421115875244
